Column1,id,title,context,question,answers,modified_question (GPT 3.5 Turbo),modified_question
1318,9.77E+11,أسد,"الأسد حيوان من الثدييات من فصيلة السنوريات وأحد السنوريات الأربعة الكبيرة المنتمية لجنس النمر (باللاتينية: ""Panthera"")، وهو يُعد ثاني أكبر السنوريات في العالم بعد الببر، حيث تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما (550 رطلا). تعيش معظم الأسود البرية المتبقية اليوم في إفريقيا جنوب الصحراء الكبرى، ولا تزال جمهرة واحدة صغيرة مهددة بالانقراض تعيش في آسيا بولاية غوجرات في شمال غربي الهند. كان موطن الأسود شاسعا جدا في السابق، حيث كانت تتواجد في شمال إفريقيا، الشرق الأوسط، وآسيا الغربية، حيث انقرضت منذ بضعة قرون فقط. وحتى بداية العصر الحديث (الهولوسين، منذ حوالي 10,000 سنة)، كانت الأسود تُعتبر أكثر ثدييات اليابسة الكبرى انتشارا بعد الإنسان، حيث كانت توجد في معظم أنحاء إفريقيا، الكثير من أنحاء أوراسيا من أوروبا الغربية وصولا إلى الهند، وفي الأمريكيتين، من يوكون حتى البيرو.",ما هو اكبر السنوريات فى العالم؟,"{'text': array(['الببر،'], dtype=object), 'answer_start': array([163], dtype=int32)}",ما هو أكبر نوع من السنوريات في العالم؟,ما هو اكبر السنوريات فى العالم؟
1319,7E+11,أسد,"الأسد حيوان من الثدييات من فصيلة السنوريات وأحد السنوريات الأربعة الكبيرة المنتمية لجنس النمر (باللاتينية: ""Panthera"")، وهو يُعد ثاني أكبر السنوريات في العالم بعد الببر، حيث تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما (550 رطلا). تعيش معظم الأسود البرية المتبقية اليوم في إفريقيا جنوب الصحراء الكبرى، ولا تزال جمهرة واحدة صغيرة مهددة بالانقراض تعيش في آسيا بولاية غوجرات في شمال غربي الهند. كان موطن الأسود شاسعا جدا في السابق، حيث كانت تتواجد في شمال إفريقيا، الشرق الأوسط، وآسيا الغربية، حيث انقرضت منذ بضعة قرون فقط. وحتى بداية العصر الحديث (الهولوسين، منذ حوالي 10,000 سنة)، كانت الأسود تُعتبر أكثر ثدييات اليابسة الكبرى انتشارا بعد الإنسان، حيث كانت توجد في معظم أنحاء إفريقيا، الكثير من أنحاء أوراسيا من أوروبا الغربية وصولا إلى الهند، وفي الأمريكيتين، من يوكون حتى البيرو.",ما هو وزن ذكر الاسد؟,"{'text': array(['تفوق كتلة الذكور الكبيرة منه 250 كيلوغراما'], dtype=object), 'answer_start': array([174], dtype=int32)}",ما هو وزن الأسد الذكر؟,ما هو وزن ذكر الاسد؟
1320,6.88E+11,أسد,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",كم عمر اللبوات عادة؟,"{'text': array(['بين 12 و14 عاما،'], dtype=object), 'answer_start': array([111], dtype=int32)}",ما هو متوسط وزن اللبوات؟,كم عمر اللبوات عادة؟
1321,2.31E+11,أسد,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",كم عمر ذكر الاسد عادة؟,"{'text': array(['8 سنوات'], dtype=object), 'answer_start': array([188], dtype=int32)}",كم عمر ذكر الأسد عادة؟,كم عمر ذكر الاسد عادة؟
1322,4.36E+11,أسد,"يختلف أمد حياة الأسود باختلاف جنسها، فاللبوات التي تعيش في مناطق محميّة آمنة مثل منتزه كروغر الوطني قد تصل لما بين 12 و14 عاما، بحال تخطّت مخاطر ومشقات حياة الأشبال، بينما لا تتخطى الذكور 8 سنوات من حياتها إلا فيما ندر. إلا أن هناك وثائق تظهر أن بعض اللبوات عاشت حتى سن 20 عام في البرية. تسكن الأسود السفانا والأراضي العشبيّة عادة، إلا أنها قد تتواجد في أراضي الأشجار القمئية والغابات في بعض الأحيان. تعتبر الأسود حيوانات اجتماعية بشكل كبير مقارنة بباقي أعضاء فصيلة السنوريات، وتُسمّى المجموعة العائلية للأسود ""زمرة"" باللغة العربية، وهي تتألف من إناث مرتبطة ببعضها عن طريق القرابة (أخوات، أمهات، خالات، جدّات...)، عدد من الصغار، وبضعة ذكور بالغة. تصطاد مجموعة الإناث مع بعضها في الغالب، حيث تفترس إجمالا الحافريات الكبرى، إلا أنها قد تلجأ للتقميم إن سنحت لها الفرصة. يُعدّ الأسد مفترسا فوقيّا أو رئيسيّا (لا يفترسه أي كائن حي آخر)، ونوعا أساسيّا أو عماديّا (من أنواع الحيوانات التي يرتكز وجود باقي الأنواع بتوازن على وجودها معها في نظام بيئي معيّن). على الرغم من أن الأسود لا تعتبر الإنسان طريدة طبيعية لها وغالبا ما تتجنبه، إلا أنه يُعرف عن البعض منها أنه أصبح آكلا للبشر في حالات محددة.",اين تسكن الاسود عادة؟,"{'text': array(['تسكن الأسود السفانا والأراضي العشبيّة عادة،'], dtype=object), 'answer_start': array([288], dtype=int32)}",أين يعيش الأسد عادة؟,اين تسكن الاسود عادة؟
1323,8.01E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",ما اكبر قارة فى الارض؟,"{'text': array(['آسيا'], dtype=object), 'answer_start': array([0], dtype=int32)}",ما هي أكبر قارة في الأرض؟,ما اكبر قارة فى الارض؟
1324,1.91E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",ما اكثر القارات سكانا؟,"{'text': array(['آسيا'], dtype=object), 'answer_start': array([0], dtype=int32)}",ما هي القارة الأكثر سكانًا؟,ما اكثر القارات سكانا؟
1325,2.94E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين.",كم مساحة اسيا؟,"{'text': array(['8.7% من مساحة سطح الأرض الكلية'], dtype=object), 'answer_start': array([92], dtype=int32)}",ما هي مساحة آسيا؟,كم مساحة اسيا؟
1326,1.78E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",كم عدد سكان اسيا؟,"{'text': array(['4,462 مليار نسمة،'], dtype=object), 'answer_start': array([195], dtype=int32)}",كم عدد سكان آسيا؟,كم عدد سكان آسيا؟
1327,4.95E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",كم نسبة سكان اسيا؟,"{'text': array(['60% من سكان العالم الحاليين.'], dtype=object), 'answer_start': array([220], dtype=int32)}",ما هي نسبة سكان آسيا بالنسبة لإجمالي سكان العالم؟,كم نسبة سكان اسيا؟
1328,8.5E+11,آسيا,"آسيا أكبر قارة في الأرض وأكثرها سكانًا، ويقع معظمها في نصفي الكرة الشرقي والشمالي. وهي تغطي 8.7% من مساحة سطح الأرض الكلية (أو 30% من مساحة أراضيها، تحديدًا 44,579 مليون كم مربع)، ومع ما يقرب من 4,462 مليار نسمة، وتحتضن 60% من سكان العالم الحاليين. وقد تضاعف سكان آسيا أربع مرات تقريبًا خلال القرن 20.",كم مرة تضاعف سكان اسيا فى القرن ال20؟,"{'text': array(['أربع مرات تقريبًا'], dtype=object), 'answer_start': array([269], dtype=int32)}",كم مرة تضاعف سكان آسيا في القرن العشرين؟,كم مرة تضاعف سكان آسيا في القرن العشرين؟
1329,3.03E+11,آسيا,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",ما مساحة اسيا بالنسبة لاوراسيا؟,"{'text': array(['4/5 من أراضي أوراسيا'], dtype=object), 'answer_start': array([93], dtype=int32)}",ما مساحة آسيا بالنسبة لأوراسيا؟,ما مساحة آسيا بالنسبة لأوراسيا؟
1330,5.47E+11,آسيا,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",ماذا يحد اسيا من الشرق؟,"{'text': array(['يحدها من الشرق المحيط الهادي،'], dtype=object), 'answer_start': array([246], dtype=int32)}",ماذا يحد اسيا من الشرق؟,ماذا يحد اسيا من الشرق؟
1331,10398694807,آسيا,"تعرف آسيا حسب التعاريف التي قدمتها الموسوعة البريطانية، وجمعية ناشونال جيوغرافيك بأنها تعادل 4/5 من أراضي أوراسيا - مع الجزء الغربي التي تحتلها أوروبا - وتقع شرق قناة السويس، شرق جبال الأورال وإلى الجنوب من جبال القوقاز وبحر قزوين والبحر الأسود. يحدها من الشرق المحيط الهادي، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي. نظرًا لحجمها وتنوعها، فإن آسيا - اسم مكاني يعود تاريخه إلى العصر الكلاسيكي القديم - ""هو أكثر المفاهيم الثقافية"" مشتركة بين المناطق والأشخاص من الكيان المادي المتجانس. أختلافات كبيرة في آسيا ما بين مناطقها وداخلها في ما يتعلق بالجماعات العرقية، الثقافات، البيئات، الاقتصاد، العلاقات التاريخية والنظم الحكومية.",ماذا يحد اسيا من الجنوب؟,"{'text': array(['المحيط الهندي'], dtype=object), 'answer_start': array([287], dtype=int32)}",ماذا يحد اسيا من الجنوب؟,ماذا يحد اسيا من الجنوب؟
1332,5.41E+11,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",من هو لاسكندر الثالث المقدونى؟,"{'text': array(['هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.'],
      dtype=object), 'answer_start': array([197], dtype=int32)}",من هو لاسكندر الثالث المقدونى؟,من هو لاسكندر الثالث المقدونى؟
1333,5.28E+11,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",ما هى اسماؤه الاخرى؟,"{'text': array(['الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين'],
      dtype=object), 'answer_start': array([60], dtype=int32)}",ما هي أسماء أخرى لاسكندر الثالث المقدونى؟,ما هي أسماء أخرى لاسكندر الثالث المقدونى؟
1334,8.41E+11,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: ألكساندروس أوميگاس)، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ.",وما اسم الاسكندر ذو القرنين فى اللغة اليونانية؟,"{'text': array(['Ἀλέξανδρος ὁ Μέγας؛'], dtype=object), 'answer_start': array([149], dtype=int32)}",وما اسم الاسكندر ذو القرنين فى اللغة اليونانية؟,وما اسم الاسكندر ذو القرنين فى اللغة اليونانية؟
1335,61384869887,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",اين ولد الاسكندر ؟,"{'text': array(['في مدينة پيلا'], dtype=object), 'answer_start': array([271], dtype=int32)}",اين ولد الاسكندر ذو القرنين؟,اين ولد الاسكندر ذو القرنين؟
1336,80243125370,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",كتى ولد الاسكندرالاكبر؟,"{'text': array(['قرابة سنة 356 ق.م،'], dtype=object), 'answer_start': array([285], dtype=int32)}",كم كان عمر الاسكندر الاكبر عند وفاته؟,كتى ولد الاسكندرالاكبر؟
1337,2.38E+11,الإسكندر الأكبر,"الإسكندر الثالث المقدوني، المعروف بأسماء عديدة أخرى أبرزها: الإسكندر الأكبر، والإسكندر الكبير، والإسكندر المقدوني، والإسكندر ذو القرنين (باليونانية: Ἀλέξανδρος ὁ Μέγας؛ نقحرة: )، هو أحد ملوك مقدونيا الإغريق، ومن أشهر القادة العسكريين والفاتحين عبر التاريخ. وُلد الإسكندر في مدينة پيلا قرابة سنة 356 ق.م، وتتلمذ على يد الفيلسوف والعالم الشهير أرسطو حتى بلغ ربيعه السادس عشر. وبحلول عامه الثلاثين، كان قد أسس إحدى أكبر وأعظم الإمبراطوريات التي عرفها العالم القديم، والتي امتدت من سواحل البحر الأيوني غربًا وصولاً إلى سلسلة جبال الهيمالايا شرقًا. يُعد أحد أنجح القادة العسكريين في مسيرتهم، إذ لم يحصل أن هُزم في أي معركة خاضها على الإطلاق.",على يد من تتلمذ؟,"{'text': array(['على يد الفيلسوف والعالم الشهير أرسطو'], dtype=object), 'answer_start': array([311], dtype=int32)}",من تلمذ على يده؟,على يد من تتلمذ  الاسكندرالاكبر؟
1338,3.71E+11,الإسكندر الأكبر,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",متى خلف الاسكندر والده؟,"{'text': array(['سنة 336 ق.م،'], dtype=object), 'answer_start': array([67], dtype=int32)}",متى توفي الاسكندر؟,متى خلف الاسكندر والده؟
1339,5.25E+11,الإسكندر الأكبر,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",ما اهم معاركه مع الفرس؟,"{'text': array(['إسوس وگوگميلا.'], dtype=object), 'answer_start': array([578], dtype=int32)}",ما هي أهم معارك الإسكندر مع الفرس؟,ما هي أهم معارك الإسكندر مع الفرس؟
1340,2.95E+11,الإسكندر الأكبر,"خلف الإسكندر والده، فيليپ الثاني المقدوني «الأعور»، على عرش البلاد سنة 336 ق.م، وبعد أن اغتيل الأخير. ورث الإسكندر عن أبيه مملكة متينة الأساس وجيشًا عرمرمًا قويًا ذا جنود مخضرمة. وقد مُنح حق قيادة جيوش بلاد اليونان كلها، فاستغل ذلك ليُحقق أهداف أبيه التوسعيّة، وانطلق في عام 334 ق.م في حملة على بلاد فارس، فتمكن من دحر الفرس وطردهم خارج آسيا الصغرى، ثم شرع في انتزاع ممتلكاتهم الواحدة تلو الأخرى في سلسلة من الحملات العسكرية التي دامت عشر سنوات. تمكن الإسكندر خلالها من كسر الجيش الفارسي وتحطيم القوة العسكرية للإمبراطورية الفارسية الأخمينية في عدّة وقعات حاسمة، أبرزها معركتيّ إسوس وگوگميلا. وتمكن الإسكندر في نهاية المطاف من الإطاحة بالشاه الفارسي دارا الثالث، وفتح كامل أراضي إمبراطوريته،وعند هذه النقطة، كانت الأراضي الخاضعة له قد امتدت من البحر الأدرياتيكي غربًا إلى نهر السند شرقًا.",من الشاه الفارسى اللذى انتصر عليه الاسكندر وفتح كامل اراضى امبراطوريته؟,"{'text': array(['دارا الثالث،'], dtype=object), 'answer_start': array([650], dtype=int32)}",من الشاه الفارسى الذي انتصر عليه الإسكندر وفتح كامل أراضي إمبراطوريته؟,من الشاه الفارسى الذي انتصر عليه الإسكندر وفتح كامل أراضي إمبراطوريته؟
1341,1.74E+11,المحقق كونان,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",ما اسم المحقق كونان باليابانية؟,"{'text': array(['名探偵コナン،'], dtype=object), 'answer_start': array([26], dtype=int32)}",ما اسم المحقق كونان باليابانية؟,ما اسم المحقق كونان باليابانية؟
1342,71146208119,المحقق كونان,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",ما هى المحقق كونان؟,"{'text': array(['سلسلة مانغا للكاتب غوشو أوياما'], dtype=object), 'answer_start': array([118], dtype=int32)}",من هو المحقق كونان؟,من هو المحقق كونان؟
1343,4.17E+11,المحقق كونان,"المحقق كونان (باليابانية: 名探偵コナン، تُنطق ميه‌‌تانتيه كۆنان أي المحقق العظيم كونان) وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان.",ومتى تحولت الى مسلسل انيمى؟,"{'text': array(['8 يناير 1996 في اليابان.'], dtype=object), 'answer_start': array([289], dtype=int32)}",متى بدأ عرض مسلسل الأنمي؟,ومتى تحول  المحقق كونان الى مسلسل انيمى؟
1344,7.03E+11,المحقق كونان,"المحقق كونان وتُترجم رسميًا إلى المُحقق كونان هي سلسلة مانغا للكاتب غوشو أوياما حُولِّت إلى مسلسل أنمي وحلقات أوفا وأفلام أنمي وألعاب فيديو ووسائط أخرى يابانية بدأت المانغا في 18 يونيو عام 1994 وتحولت إلى مسلسل أنيمي في 8 يناير 1996 في اليابان. واستمر إصدار الفصول حتى وصلت إلى أكثر من 1000 فصلًا واضعةً المانغا الخاصة بالمحقق كونان في المرتبة الـ 22 في ترتيب المانغا الأكثر إصدارًا. فحققت المانغا نجاحًا باهرًا بعدما وصلت عدد النسخ المبيعة في اليابان إلى أكثر من 120 مليون نسخة. ففي 8 أغسطس 2017 وصلت مانغا المحقق كونان إلى الفصل 1000 من فصول السلسلة. تُنشر المانغا أسبوعيًّا في مجلة شونن سندي الأسبوعية منذ 18 يونيو 1994، ثم يتم إنتاج حلقات الأنمي الخاصة بها بواسطة استديو طوكيو موفي شينشا، ويُخرج الحلقات كينجي كوداما وياسويشيرو ياماموتو وتُعرض في اليابان على قناة نيبون تي في وقناة يوميؤوري وقناة أنيماكس.",متى بدظظظظظظظا المانغا؟,"{'text': array(['في 18 يونيو عام 1994'], dtype=object), 'answer_start': array([173], dtype=int32)}",متى بدأت المانغا؟,متى بدظظظظظظظا المانغا؟
